X,Y,objectid,cod_seg_pr,cod_via,cod_pr,distancia,lado,material,fecha_inst,leyen_front,estado,observacion,lat,lon,alt,key,fuente,fecha_fuente,fecha_act
-75.6469977385922,5.77023401871765,2606,25B017,25B01,7,0,1,1,, ,0, ,5.77023402,-75.64699774,585.6,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.6542638498027,5.78565592472989,2607,25B019,25B01,9,0,1,1,, ,0, ,5.78565593,-75.65426385,615.7,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.6649339327463,5.79829200335308,2608,25B0111,25B01,11,0,1,1,, ,0, ,5.798292,-75.66493393,571.4,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.6749043843904,5.80824190382039,2609,25B0113,25B01,13,0,1,1,, ,0, ,5.8082419,-75.67490438,588.1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.6879403863488,5.81847819208964,2610,25B0115,25B01,15,0,1,1,, ,0, ,5.81847819,-75.68794039,583.2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.7024599299479,5.82724114166096,2611,25B0117,25B01,17,0,1,1,, ,0, ,5.82724114,-75.70245993,591.3,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.7193611777581,5.83018108313737,2612,25B0119,25B01,19,0,1,1,, ,0, ,5.83018108,-75.71936118,571.6,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.7317171784027,5.83113009940928,2613,25B0121,25B01,21,0,1,1,, ,0, ,5.8311301,-75.73171718,569.3,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.7374566926194,5.84566925691654,2614,25B0123,25B01,23,0,1,1,, ,0, ,5.84566926,-75.73745669,566.8,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.7483949280652,5.85886688116875,2615,25B0125,25B01,25,0,1,1,, ,0, ,5.85886688,-75.74839493,564.1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.7635804978872,5.86860743129046,2616,25B0127,25B01,27,0,1,1,, ,0, ,5.86860743,-75.7635805,580.9,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.7751952635566,5.87888853929163,2617,25B0129,25B01,29,0,1,1,, ,0, ,5.87888854,-75.77519526,568.7,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.7882054497305,5.8892639393965,2618,25B0131,25B01,31,0,1,1,, ,0, ,5.88926394,-75.78820545,564.7,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.8045895059906,5.89379286418635,2619,25B0133,25B01,33,0,1,1,, ,0, ,5.89379286,-75.80458951,587.8,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.8161808579704,5.90677716626915,2620,25B0135,25B01,35,0,1,1,, ,0, ,5.90677717,-75.81618086,586.9,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.8288535246341,5.91634709235601,2621,25B0137,25B01,37,0,1,1,, ,0, ,5.91634709,-75.82885352,576.7,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.8360110196453,5.92912782233046,2622,25B0139,25B01,39,0,1,1,, ,0, ,5.92912782,-75.83601102,546.5,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.8595079803425,5.93314311961483,2623,25B0142,25B01,42,0,1,1,, ,0, ,5.93314312,-75.85950798,541.5,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.8526159976849,5.93531421101682,2624,25B0141,25B01,41,0,1,1,, ,0, ,5.93531421,-75.852616,540.2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.7499306582305,6.06384723559432,2625,600373,6003,73,0,1,1,, ,0, ,6.06384724,-75.74993066,1277.0423,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-76.0267868914056,5.85082797844389,2626,600314,6003,14,0,2,1,, ,0, ,5.85082798,-76.02678689,1210.7701,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-76.018259539248,5.84919164425677,2627,600315,6003,15,0,1,1,, ,0, ,5.84919164,-76.01825954,1169.6625,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-76.0078526698692,5.84596889384991,2628,600316,6003,16,0,2,1,, ,0, ,5.84596889,-76.00785267,1115.0208,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-76.0019472143617,5.84103949658574,2629,600317,6003,17,0,1,1,, ,0, ,5.8410395,-76.00194721,1129.6086,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.3067116752078,5.79088746933326,2630,560189,5601,89,993,1,1,,89 5601,1, ,5.79088747,-75.30671167,2252.3,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.300230441824,5.80063445005632,2631,560187,5601,87,980,1,1,,87 5601,1, ,5.80063445,-75.30023044,2200.9,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.3028822730343,5.81073337022964,2632,560185,5601,85,983,1,1,,85 5601,1, ,5.81073337,-75.30288227,2223.4,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.2968700033479,5.8199474173266,2633,560183,5601,83,992,2,1,,83 5601,1, ,5.81994742,-75.29687,2195.2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.2979773781582,5.83071034381931,2634,560181,5601,81,996,2,1,,81 5601,1, ,5.83071034,-75.29797738,2212.2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.2944188997895,5.84828381069245,2635,560177,5601,77,1041,1,1,,77 5601,1, ,5.84828381,-75.2944189,2447.4,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.2919901049929,5.85921229665931,2636,560175,5601,75,998,1,1,,75 5601,1, ,5.8592123,-75.2919901,2470.2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.2974680253072,5.8695473480008,2637,560173,5601,73,1021,1,1,,73 5601,1, ,5.86954735,-75.29746802,2362.6,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.3086552593767,5.88919880231371,2638,560169,5601,69,1000,1,1,,69 5601,1, ,5.8891988,-75.30865526,2391.7,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.3137550248891,5.89424547164094,2639,560167,5601,67,1004,1,1,,67 5601,1, ,5.89424547,-75.31375502,2433.9,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.3122934021414,5.90828137533523,2640,560165,5601,65,992,1,1,,65 5601,1, ,5.90828138,-75.3122934,2472.5,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.3111911189822,5.91926498132116,2641,560163,5601,63,1005,1,1,,63 5601,1, ,5.91926498,-75.31119112,2450.3,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.3035867327784,5.92750192806029,2642,560161,5601,61,1012,1,1,,61 5601,1, ,5.92750193,-75.30358673,2400,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.3101636753675,5.93852348894027,2643,560159,5601,59,1043,1,1,,59 5601,1, ,5.93852349,-75.31016367,2456.6,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.3178708998067,5.95094193090205,2644,560157,5601,57,976,1,1,,57 5601,1, ,5.95094193,-75.3178709,2453.8,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.3284909394024,5.96031772796974,2645,560155,5601,55,999,1,1,,55 5601,1, ,5.96031773,-75.32849094,2514.2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.3370609498579,5.96697990600091,2646,560153,5601,53,1002,1,1,,53 5601,1, ,5.96697991,-75.33706095,2493.3,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.3518412411463,5.97205077458825,2647,560151,5601,51,1000,1,1,,51 5601,1, ,5.97205078,-75.35184124,2485.1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.3646217918824,5.97684069409994,2648,560149,5601,49,905,1,1,,49 5601,1, ,5.97684069,-75.36462179,2473.9,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.3716227500654,5.98583981407768,2649,560147,5601,47,0,1,1,, ,0, ,5.98583981,-75.37162275,2475.7,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.3811196368412,5.99908692493322,2650,560145,5601,45,0,1,1,, ,0, ,5.99908693,-75.38111964,2518.2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.391922531208,6.0017854754025,2651,560143,5601,43,0,1,1,, ,0, ,6.00178548,-75.39192253,2435.3,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.4034370017725,6.00900227462085,2652,560141,5601,41,0,1,1,, ,0, ,6.00900228,-75.403437,2331.8,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.4061628577555,6.0118752690511,2653,560139,5601,39,0,1,1,, ,0, ,6.01187527,-75.40616286,2229.7,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.4118432798944,6.02303645316447,2654,560137,5601,37,0,1,1,, ,0, ,6.02303645,-75.41184328,2131.7,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.4284957779143,6.02931963620253,2655,560135,5601,35,0,1,1,, ,0, ,6.02931964,-75.42849578,2132.5,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.4420319995522,6.03506834027997,2656,560133,5601,33,0,1,1,, ,0, ,6.03506834,-75.442032,2238.6,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.7862253436554,6.48500992175365,2657,620412,6204,12,1005,2,1,2009/04/01 00:00:00+00,12-6204,1, ,6.48500992,-75.78622534,487.8,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.7729740855919,6.47402701698695,2658,620414,6204,14,1080,2,1,2009/04/01 00:00:00+00,14-6204,1, ,6.47402702,-75.77297409,510.9,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.7603871361725,6.46381450338892,2659,620416,6204,16,977,2,1,2009/04/01 00:00:00+00,16-6204,1, ,6.4638145,-75.76038714,535.9,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.8270897921682,6.55907895022883,2660,62041,6204,1,946,1,1,2009/04/01 00:00:00+00,1-6204,1, ,6.55907895,-75.82708979,563.5532,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.8201677518812,6.54492557805884,2661,62043,6204,3,1002,1,1,2009/04/01 00:00:00+00,3-6204,1, ,6.54492558,-75.82016775,528.4992,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.8183861159917,6.5268400500617,2662,62045,6204,5,1001,1,1,2009/04/01 00:00:00+00,5-6204,1, ,6.52684005,-75.81838612,492.3322,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.8146899034321,6.51158761782322,2663,62047,6204,7,995,1,1,2009/04/01 00:00:00+00,7-6204,1, ,6.51158762,-75.8146899,474.4382,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.8023648632237,6.50223459111187,2664,62049,6204,9,1002,1,1,2009/04/01 00:00:00+00,9-6204,1, ,6.50223459,-75.80236486,471.7352,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.7899784797596,6.49266360016031,2665,620411,6204,11,1000,1,1,2009/04/01 00:00:00+00,11-6204,1, ,6.4926636,-75.78997848,487.4842,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.7786048138276,6.48122360913069,2666,620413,6204,13,1003,1,1,2009/04/01 00:00:00+00,13-6204,1, ,6.48122361,-75.77860481,494.3522,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.7670745796265,6.4688584720847,2667,620415,6204,15,886,1,1,2009/04/01 00:00:00+00,15-6204,1, ,6.46885847,-75.76707458,523.5382,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-74.2992486280738,6.49074464689614,2668,6206110,6206,110,0,2,1,, ,0, ,6.49074465,-74.29924863,142.3,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-74.3166490732806,6.49469904355942,2669,6206108,6206,108,0,2,1,, ,0, ,6.49469904,-74.31664907,128.4,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-74.3344121225535,6.49274480916102,2670,6206106,6206,106,0,2,1,, ,0, ,6.49274481,-74.33441212,124.5,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-74.351696024827,6.49433406091144,2671,6206104,6206,104,0,2,1,, ,0, ,6.49433406,-74.35169602,122.8,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-74.3670425224423,6.49038315039004,2672,6206102,6206,102,0,2,1,, ,0, ,6.49038315,-74.36704252,113.1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-74.3844675967593,6.48624060908399,2673,6206100,6206,100,0,2,1,, ,0, ,6.48624061,-74.3844676,110.5,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-76.2814612121196,8.87360192789041,2674,740115,7401,15,0,1,1,, ,0, ,8.87360193,-76.28146121,57,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-76.2993495413404,8.87427241928618,2675,740113,7401,13,0,1,1,, ,0, ,8.87427242,-76.29934954,96.3,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-76.3172816158205,8.87433877961058,2676,740111,7401,11,0,1,1,, ,0, ,8.87433878,-76.31728162,93.1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-76.3351964938512,8.87736015201454,2677,74019,7401,9,0,1,1,, ,0, ,8.87736015,-76.33519649,35.7,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-76.3528555388755,8.88122700244096,2678,74017,7401,7,0,1,1,, ,0, ,8.881227,-76.35285554,15.9,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-76.3705185939792,8.88487294524407,2679,74015,7401,5,0,1,1,, ,0, ,8.88487295,-76.37051859,10,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-76.3885728716774,8.88704741113636,2680,74013,7401,3,0,1,1,, ,0, ,8.88704741,-76.38857287,7,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-76.4142905216558,8.88737724673773,2681,74010,7401,0,0,1,1,, ,0, ,8.88737725,-76.41429052,3.4,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-76.4066278222137,8.88920868259477,2682,74011,7401,1,0,1,1,, ,0, ,8.88920868,-76.40662782,4.3,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.4813322943058,8.63086667817836,2683,74030,7403,0,804,2,1,,0 7403,1, ,8.63086668,-75.48133229,146.8,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.5530475575509,8.07895879958807,2684,451438,4514,38,0,2,1,, ,0, ,8.0789588,-73.55304756,101.2123,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.4120519997366,7.80547800033326,2685,45144,4514,4,0,2,1,, ,1, ,7.805478,-73.412052,97.3778,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.5700409850856,8.11094655275465,2687,451442,4514,42,0,2,1,, ,0, ,8.11094655,-73.57004098,104.3282,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.5785118197371,8.12706323104001,2688,451444,4514,44,0,2,1,, ,0, ,8.12706323,-73.57851182,97.833,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.5873825987262,8.14321935770193,2689,451446,4514,46,0,2,1,, ,0, ,8.14321936,-73.5873826,91.6227,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.5959589997966,8.1598310003407,2690,451448,4514,48,0,2,1,, ,0, ,8.159831,-73.595959,95.6827,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.603394585372,8.17577881111008,2691,451450,4514,50,0,2,1,, ,0, ,8.17577881,-73.60339458,96.4769,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.6088205111977,8.19179888908532,2692,451452,4514,52,0,2,1,, ,0, ,8.19179889,-73.60882051,99.4469,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.6082677634303,8.20793744213832,2693,451454,4514,54,0,2,1,, ,0, ,8.20793744,-73.60826776,110.7557,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.6028681061402,8.22209788286629,2694,451456,4514,56,0,2,1,, ,0, ,8.22209788,-73.60286811,131.7584,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.6037900363365,8.24000015513986,2695,451458,4514,58,0,2,1,, ,0, ,8.24000016,-73.60379004,118.8589,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.4196640000607,7.82138099967075,2696,45146,4514,6,0,2,1,, ,0, ,7.821381,-73.419664,89.6715,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.6038559996278,8.25851899979896,2697,451460,4514,60,0,2,1,, ,0, ,8.258519,-73.603856,136.0062,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.6023683284319,8.27656184336623,2698,451462,4514,62,0,2,1,, ,0, ,8.27656184,-73.60236833,143.1545,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.5997868415965,8.29404451974382,2699,451464,4514,64,0,2,1,, ,0, ,8.29404452,-73.59978684,169.1626,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.5969660300947,8.31273865611055,2700,451466,4514,66,0,2,1,, ,0, ,8.31273866,-73.59696603,192.2221,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.5952066751192,8.32979739192182,2701,451468,4514,68,0,2,1,, ,0, ,8.32979739,-73.59520667,259.5769,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.5943258158977,8.34757556194574,2702,451470,4514,70,0,2,1,, ,0, ,8.34757556,-73.59432582,291.0688,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.6018261610219,8.36358921902828,2703,451472,4514,72,0,2,1,, ,0, ,8.36358922,-73.60182616,171.3761,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.6103965864991,8.37900623772373,2704,451474,4514,74,0,2,1,, ,0, ,8.37900624,-73.61039659,161.804,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.6158388850191,8.39484612966216,2705,451476,4514,76,0,2,1,, ,0, ,8.39484613,-73.61583888,185.3999,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.6202070302248,8.41173340091531,2706,451478,4514,78,0,2,1,, ,0, ,8.4117334,-73.62020703,138.1171,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.4277802364319,7.83658400319693,2707,45148,4514,8,0,2,1,, ,0, ,7.836584,-73.42778024,97.2129,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.6245206737438,8.4297188136308,2708,451480,4514,80,0,2,1,, ,0, ,8.42971881,-73.62452067,116.0173,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.6286666988173,8.44723592310539,2709,451482,4514,82,0,2,1,, ,0, ,8.44723592,-73.6286667,99.9261,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.6329419070186,8.46535922511211,2710,451484,4514,84,0,2,1,, ,0, ,8.46535923,-73.63294191,75.8734,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-73.637209972715,8.48340106158711,2711,451486,4514,86,0,2,1,, ,0, ,8.48340106,-73.63720997,106.4318,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.9965775338526,5.83492079987993,2712,600318,6003,18,0,2,1,, ,0, ,5.8349208,-75.99657753,1085.0365,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.9914737861085,5.82864309970545,2713,600319,6003,19,0,1,1,, ,0, ,5.8286431,-75.99147379,1071.9056,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.9849300084214,5.82260278121246,2714,600320,6003,20,0,2,1,, ,0, ,5.82260278,-75.98493001,1031.7479,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.9764516503794,5.81985862704496,2715,600321,6003,21,0,1,1,, ,0, ,5.81985863,-75.97645165,1005.1873,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.9697399829555,5.82233775925513,2716,600322,6003,22,0,2,1,, ,0, ,5.82233776,-75.96973998,990.6561,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.962655917134,5.81970258068047,2717,600323,6003,23,0,1,1,, ,0, ,5.81970258,-75.96265592,950.4846,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.9573223003902,5.82571575636384,2718,600324,6003,24,0,2,1,, ,0, ,5.82571576,-75.9573223,907.1647,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.9485785440806,5.82437317679996,2719,600325,6003,25,0,1,1,, ,0, ,5.82437318,-75.94857854,895.578,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.9405043111355,5.82324600482175,2720,600326,6003,26,0,2,1,, ,0, ,5.82324601,-75.94050431,852.2465,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.9331002052226,5.82493688079991,2721,600327,6003,27,0,1,1,, ,0, ,5.82493688,-75.9331002,843.0941,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.9268821746238,5.83021182801752,2722,600328,6003,28,0,2,1,, ,0, ,5.83021183,-75.92688217,829.6512,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.9216671867015,5.83692105013954,2723,600329,6003,29,0,1,1,, ,0, ,5.83692105,-75.92166719,799.9031,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.9163305471268,5.85855439727156,2724,600332,6003,32,0,2,1,, ,0, ,5.8585544,-75.91633055,674.381,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.9157318379563,5.86636208318332,2725,600333,6003,33,0,1,1,, ,0, ,5.86636208,-75.91573184,662.2535,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.9156391722432,5.84226597981153,2726,600330,6003,30,0,2,1,, ,0, ,5.84226598,-75.91563917,735.3431,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.9154018858541,5.85061517515586,2727,600331,6003,31,0,1,1,, ,0, ,5.85061518,-75.91540189,689.725,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.9120517546476,5.87452377032579,2728,600334,6003,34,0,2,1,, ,0, ,5.87452377,-75.91205175,644.7805,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.9086029938128,5.88205742184415,2729,600335,6003,35,0,1,1,, ,0, ,5.88205742,-75.90860299,639.1826,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.9047747360929,5.89014472032304,2730,600336,6003,36,0,2,1,, ,0, ,5.89014472,-75.90477474,625.2821,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.899793069396,5.89744304730296,2731,600337,6003,37,0,1,1,, ,0, ,5.89744305,-75.89979307,615.0125,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.8926947661755,5.9015467166412,2732,600338,6003,38,0,2,1,, ,0, ,5.90154672,-75.89269477,609.1732,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.8912141611276,5.90899211984119,2733,600339,6003,39,0,1,1,, ,0, ,5.90899212,-75.89121416,597.207,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
-75.8856496423216,5.91065647200663,2734,600340,6003,40,0,2,1,, ,0, ,5.91065647,-75.88564964,591.406,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00
